,mass,x,y,z,vx,vy,vz
0,1,446.1153765682758,-0.6192289206882579,-5.8882733482604825,-0.027752922354279848,-0.9815981555839571,0.05780216592020009
1,1,-193.373435437723,-428.85892894077733,7.350557942042342,1.4495142703346937,0.16518403336493023,0.011443328039186068
2,1,-460.53400781604864,223.20552247973117,6.30658287274033,1.2186727598447873,0.25733417856007756,0.17459383800643835
3,1,-151.94402120866704,102.64709964075284,6.628919205664369,-0.8681743634682657,-1.1194800587191702,-0.07016539975611083
4,1,-47.57102807643771,524.3881689325021,-33.542842747434605,0.3693785625548182,0.03432388269947653,0.07531247351999122
5,1,386.6922645681736,-319.6407371553269,-16.004962849332028,-0.24594782043830343,-0.25462201009078383,0.19150843523168368
6,1,686.4102269552477,-438.88272256981054,7.306513995221919,-0.8589418358771654,1.2188108687159152,0.05110686516347615
7,1,-448.5813699788753,182.0795598013323,39.67072146035776,1.5838985025334507,0.14832545529350777,-0.08210076088460651
8,1,-146.9941339354636,-226.91642377236724,-0.9250610038480688,-0.026822144686872662,0.3873017375628789,0.2361020684507644
9,1,-49.6704966588657,7.626868413346921,26.362499831019473,0.49065745253096016,0.37464890241859644,-0.1696331606196078
10,1,619.4061968051554,-129.31659165335066,14.762687469422328,-0.3053117930642097,-0.16873698246834556,0.03274193872552816
11,1,-295.8904026832842,-163.2455093499086,3.547494091869763,1.6223240327394495,0.19787540171656845,0.06467544179717138
12,1,-238.43587006268777,-284.78918768877213,-35.754506828602196,1.8565155505609787,0.3594167701225309,0.38394895886876806
13,1,-388.69706825426067,447.1462711948025,5.813572939315499,2.0918216261708724,-2.2123749444134404,-0.057281528322555245
14,1,632.9331892975699,141.34131724751413,17.68091079607797,-1.6501560188800208,-0.5128872912961592,-0.004065875265752261
15,1,-138.46393423864424,-212.54483463375186,8.792140785947096,0.6446770980055957,-0.04426765690171797,-0.08799462193862782
16,1,333.4780444074546,-144.9287716250888,-23.48191302421293,-0.6981657609161748,0.02192226241837644,0.20575865564963006
17,1,-84.94874225285393,-302.13555567604436,28.23512056753111,0.052824437510005116,2.115439604360912,-0.2151671873555745
18,1,22.499823288961938,335.3425410192862,4.360764355997376,0.47487952017709456,-1.1011616175159247,-0.002471824420014549
19,1,150.7727547904539,-629.3364806472833,-6.080916155472968,-3.5604265579783627,1.2071264523710046,0.06128517268759184
20,1,-181.744507819938,295.1025658161694,-32.176276293649686,0.2642526769476526,-2.211677770580541,0.10173296834134465
21,1,40.7874308192248,-241.80233921720549,26.748886516672886,1.1260103014766931,1.3010923042646134,-0.004295010552227673
22,1,-229.51033081199648,72.12163380294969,-7.168206644762678,-1.8308569024518737,-0.2907203903703687,0.05347211601365752
23,1,-514.09861066417,-422.9838148566362,9.352110967862624,1.1366753726147805,0.5987908503241225,0.03387584694248319
24,1,-504.82038486758813,484.89676174444065,21.53439797209673,1.3980694422975044,-1.152820770820487,-0.07747391030080343
25,1,587.9136386791114,-145.39515021279033,16.24920604312695,-0.105820149690668,0.1938677208108373,0.048082340858106504
26,1,-20.803966926071055,240.96390376000153,8.11477946055846,0.2793799704647861,-1.0135266533802845,0.02216890993805391
27,1,10.765709130924801,128.37500902885827,24.329875232101823,0.2854627760636671,-0.7271260021501974,-0.21792132396535135
28,1,-289.04226683732094,484.7927074460698,10.844970468547588,1.1956992741213566,-1.8565317889794013,0.10786776839707864
29,1,108.18029674693543,150.56651946935324,-9.3599604899329,-0.15837433413532942,-2.747682537890695,0.09511377625183817
30,1,-262.510819489441,-735.8822413941704,-20.586275702743087,0.4669026423580654,0.15079277233940636,0.06984332661112519
31,1,440.6998107719238,219.39159669734073,3.8906177393079435,-0.9728389305026324,0.4550419338263774,-0.10894483517065168
32,1,151.3290140727318,145.86597198819481,-59.86157386405456,-0.7556850370743822,-0.42542011889665593,0.4302925022395155
33,1,257.3168040610453,-463.5179601876934,-1.1943688955812002,0.03526463851745501,0.3108331780632348,0.05262141505320591
34,1,300.0267783640613,-372.6987622137115,13.326478875839816,0.30602915390528523,1.302694493383665,-0.07708678445061042
35,1,133.44927584050748,-440.23679064750297,24.32652989086545,-1.9449224526611373,1.8301753606728297,-0.06604056435891681
36,1,26.67784707510253,493.76825997025236,7.579889944705264,-0.5356481869631132,-2.083134879571754,0.017270215216429755
37,1,131.4771639446341,34.19464313072931,8.804992083023558,-0.38034740502251285,-0.3944854591575638,0.029680692631319807
38,1,172.0947818488518,79.12395510217988,-2.911808995680051,0.4325499987139934,1.0518223184381477,-0.04276479825496376
39,1,165.98323214034104,-53.96970333241717,4.758459821840397,0.5812464811235145,0.6967510146627565,0.052134667667865925
