,n_bodies,time
660,87.0,329.9999999998449
661,87.0,330.4999999998444
662,87.0,330.99999999984396
663,87.0,331.4999999998435
664,87.0,331.99999999984306
665,87.0,332.4999999998426
666,87.0,332.99999999984215
667,87.0,333.4999999998417
668,87.0,333.99999999984124
669,87.0,334.4999999998408
670,87.0,334.9999999998403
671,87.0,335.4999999998399
672,87.0,335.9999999998394
673,87.0,336.49999999983896
674,87.0,336.9999999998385
675,87.0,337.49999999983805
676,87.0,337.9999999998376
677,87.0,338.49999999983714
678,87.0,338.9999999998367
679,87.0,339.49999999983623
680,87.0,339.9999999998358
681,87.0,340.4999999998353
682,87.0,340.99999999983487
683,87.0,341.4999999998344
684,87.0,341.99999999983396
685,87.0,342.4999999998335
686,87.0,342.99999999983305
687,87.0,343.4999999998326
688,87.0,343.99999999983214
689,87.0,344.4999999998317
690,87.0,344.99999999983123
691,87.0,345.4999999998308
692,87.0,345.9999999998303
693,87.0,346.49999999982987
694,87.0,346.9999999998294
695,87.0,347.49999999982896
696,87.0,347.9999999998285
697,87.0,348.49999999982805
698,87.0,348.9999999998276
699,87.0,349.49999999982714
700,87.0,349.9999999998267
701,87.0,350.49999999982623
702,87.0,350.9999999998258
703,87.0,351.4999999998253
704,87.0,351.99999999982487
705,87.0,352.4999999998244
706,87.0,352.99999999982396
707,87.0,353.4999999998235
708,87.0,353.99999999982305
709,87.0,354.4999999998226
710,87.0,354.99999999982214
711,87.0,355.4999999998217
712,87.0,355.9999999998212
713,87.0,356.4999999998208
714,87.0,356.9999999998203
715,87.0,357.49999999981986
716,87.0,357.9999999998194
717,87.0,358.49999999981895
718,87.0,358.9999999998185
719,87.0,359.49999999981804
720,87.0,359.9999999998176
721,87.0,360.49999999981713
722,87.0,360.9999999998167
723,87.0,361.4999999998162
724,87.0,361.99999999981577
725,87.0,362.4999999998153
726,87.0,362.99999999981486
727,87.0,363.4999999998144
728,87.0,363.99999999981395
729,87.0,364.4999999998135
730,87.0,364.99999999981304
731,87.0,365.4999999998126
732,87.0,365.99999999981213
733,87.0,366.4999999998117
734,87.0,366.9999999998112
735,87.0,367.49999999981077
736,87.0,367.9999999998103
737,87.0,368.49999999980986
738,87.0,368.9999999998094
739,87.0,369.49999999980895
740,87.0,369.9999999998085
741,87.0,370.49999999980804
742,87.0,370.9999999998076
743,87.0,371.49999999980713
744,87.0,371.9999999998067
745,87.0,372.4999999998062
746,87.0,372.99999999980577
747,87.0,373.4999999998053
748,87.0,373.99999999980486
749,87.0,374.4999999998044
750,87.0,374.99999999980395
751,87.0,375.4999999998035
752,87.0,375.99999999980304
753,87.0,376.4999999998026
754,87.0,376.9999999998021
755,87.0,377.4999999998017
756,87.0,377.9999999998012
757,87.0,378.49999999980076
758,87.0,378.9999999998003
759,87.0,379.49999999979985
760,87.0,379.9999999997994
761,87.0,380.49999999979894
762,87.0,380.9999999997985
763,87.0,381.49999999979804
764,87.0,381.9999999997976
765,87.0,382.4999999997971
766,87.0,382.99999999979667
767,87.0,383.4999999997962
768,87.0,383.99999999979576
769,87.0,384.4999999997953
770,87.0,384.99999999979485
771,87.0,385.4999999997944
772,87.0,385.99999999979394
773,87.0,386.4999999997935
774,87.0,386.99999999979303
