,mass,x,y,z,vx,vy,vz
0,1,-233.33230453594066,-118.59146518810054,4.978840427760693,15.460702745618631,6.190324420442542,0.7944548677139722
1,1,14.439357477220252,-32.902281866633786,-6.534761383424733,-12.461946802738078,-24.10040045745074,-0.8894414563881528
2,1,310.8927855560275,-460.35194919082363,-6.809592986223058,-10.864488375714748,-1.8641709411694556,2.452197081724272
3,1,27.51343749076208,-200.9105057444925,3.443583003649958,-17.87259997936963,4.292687067726226,-1.3972434513744834
4,1,35.34868676671404,-710.8290019373385,-24.319692811776232,-0.6726077391431466,-1.3188646205171841,-0.5555377131769095
5,1,-208.41561803188304,54.58402483282786,-2.6160769805395523,8.042508411349205,-7.274474321595506,1.915070933438369
6,1,-680.0610677128154,172.01087841007165,29.042451250845613,-17.40282258994001,5.123347100949839,0.32673981253578227
7,1,283.42112996999884,-479.47072954644744,22.83985353168388,-9.925811024181346,-2.795451451738035,-1.7085568909364195
8,1,-12.634890755743193,-200.16962924220442,0.7364932300451272,-3.6117179840679925,-12.644994264906376,-1.0653941122221195
9,1,-82.986002661103,-176.769301789431,0.11874338799456328,-13.560179831234661,-15.241041910881728,1.2751563994858526
10,1,-50.11475099978621,-224.02422944037653,32.06199415829243,-11.560008780794426,-18.335814873306234,4.183881013383252
11,1,351.2200647825835,-641.3814452382873,0.054895353727612464,-0.05910503201625044,-3.4974656606847727,0.22741371058937324
12,1,-589.4645219264423,-367.22674242870755,11.718168114764287,-7.329837077057315,-2.1092612822896917,0.5932646952672072
13,1,-35.15395374247691,-207.14590285281486,8.138684825246045,-10.229295447815447,-15.643053004982828,0.6984409158441843
14,1,-61.061390776850935,-128.20798572434538,17.032740589581152,17.680724068163965,-7.06841132132589,4.443080880078718
15,1,-2.902283620585469,-206.51435926578716,-6.865307573198149,-5.100291418235704,-8.254382014539623,0.551354570360885
16,1,40.00502396537638,-231.69370006203766,0.9595374771475529,4.5265009856015554,29.673021683613886,-0.9492856611334911
17,1,-65.80222477530927,293.9874783080597,-16.718576481420545,-2.1227680748602684,-5.821419954989704,-0.4094734224526493
18,1,65.11093828330826,-233.60405891664087,6.405168135256377,-17.194765388586582,23.46763927407876,5.680292021846216
