,mass,x,y,z,vx,vy,vz
0,1,446.0660856291845,-0.8390237940556811,-5.874017335215804,-0.4314458152224577,-1.085816473159518,0.07615667249097346
1,1,-193.0435551359143,-428.7878754371573,7.352263809095655,1.652839570156692,0.49965568020024953,0.004686193936721009
2,1,-460.2315544054012,223.23104854671087,6.345985801073826,1.6232119667879605,-0.013939384591679076,0.19599034558332828
3,1,-152.11148664924946,102.38743277936422,6.61418320714545,-0.7097938970501676,-1.3220356514617626,-0.06853587559871777
4,1,-47.488371626704925,524.3383058033916,-33.52043595771092,0.40809619895925153,-0.4974111114603901,0.13487077467683148
5,1,386.6023554027008,-319.6765594304855,-15.959731941616472,-0.5961582508578553,-0.08449600651535152,0.23369029820020182
6,1,686.1771850412098,-438.5988439122346,7.316244941362503,-1.3288857439420203,1.450271873722909,0.04059756769426645
7,1,-448.2014548939816,182.08896349602787,39.64646245290324,1.9870431718864918,-0.05743715553962449,-0.145473845098321
8,1,-146.98047496909382,-226.8154889896485,-0.8698909255920172,0.15337381744559528,0.560634931391408,0.28256085643531165
9,1,-49.55896828385354,7.694689532359769,26.320303853324056,0.558218437654807,0.2649320289672925,-0.22682311303580327
10,1,619.28592901035,-129.3542662769809,14.768263892633954,-0.8205945189975317,-0.1856391917216138,0.019892624049722845
11,1,-295.5058457132511,-163.19786025282752,3.561385747798467,1.9926845773009745,0.2499835634432732,0.06607008694908201
12,1,-238.01174772209887,-284.6899420410733,-35.660684789711794,2.131972124698385,0.5722013862968377,0.49771805107985057
13,1,-388.2216679908299,446.63094568553254,5.8018006772682815,2.3791627956142882,-2.6328236944720556,-0.05355687500237789
14,1,632.5310532775168,141.21200543193734,17.67835909662578,-2.1290325576182054,-0.7019513510856452,-0.01976565717011899
15,1,-138.3128951429953,-212.54477101942504,8.770437403129035,0.7752866010396084,0.043877993959241274,-0.11591648350828188
16,1,333.29335926703175,-144.92024932995463,-23.4303236398058,-1.0360853593394574,0.05789145241254279,0.2789219908843091
17,1,-84.92776709463668,-301.65857637747285,28.18375934234573,0.1435332325016768,2.3707444563885125,-0.2676153368177265
18,1,22.59630922910204,335.05842590440676,4.359403735499269,0.43369432586895296,-1.5674067461701822,-0.010242024237093106
19,1,150.00520456901222,-629.0345374841665,-6.065459430273991,-3.662302367701701,1.6297434875252381,0.08392309923718055
20,1,-181.66849830452432,294.5897387168363,-32.145622309045734,0.44896730626937853,-2.610234628130737,0.18579436167413865
21,1,41.016011327885,-241.51069927129865,26.745060049969634,1.0264213801469486,1.44209427924856,-0.031471435006100924
22,1,-229.87201565763993,72.04361199969938,-7.1515429370360035,-1.5761506365803568,-0.4418106737763491,0.10279979768186602
23,1,-513.8084935651126,-422.8296185139947,9.358704627101625,1.5885437279873513,0.8495327246197142,0.02824637052947606
24,1,-504.4862970788177,484.6078088824263,21.516095197656725,1.7422443517101929,-1.5619541288174958,-0.09458330958258175
25,1,587.8433376451924,-145.35128191488437,16.257443058827693,-0.5506226527822956,0.2187140415932427,0.029655402457144323
26,1,-20.743590373144784,240.71179207565652,8.116789347423254,0.28874899585837444,-1.3552881980896956,-0.0029642622945787013
27,1,10.82598610043066,128.19528597376896,24.277040378327683,0.281888640724739,-0.9616394573221804,-0.2786216473863076
28,1,-288.76660608214587,484.34676421363724,10.866964962152053,1.3963945710320866,-2.3349788631170676,0.09923408745805107
29,1,108.13239395155631,149.9533845168992,-9.337522804664598,-0.2909121978606889,-3.0197394937239754,0.11581904978504705
30,1,-262.3895758670405,-735.8024569867166,-20.567910247585484,0.6718090733287458,0.5949155365392023,0.10262232882210419
31,1,440.4548696069453,219.45642586063232,3.8649162121619547,-1.3283226302040867,0.15850602797870855,-0.13263870416958903
32,1,151.1464333090237,145.74764248937961,-59.75118961766839,-0.9603102137683375,-0.6852598574756636,0.6065463927172022
33,1,257.30190932482157,-463.41745860118795,-1.1813786336113425,-0.1730119934213137,0.6313215742121336,0.0694330029670918
34,1,300.063233789857,-372.39785649421185,13.307957331544738,0.04018277066582184,1.5267310778484262,-0.09699598324977671
35,1,133.02392553094555,-439.812963866609,24.308810798247737,-2.057051206904016,2.154977457983042,-0.10031951842949381
36,1,26.558438273736297,493.26972677282157,7.581876063590188,-0.587566924195535,-2.6028342826904485,0.001606751544082722
37,1,131.37718671377417,34.09751559145063,8.809168049692047,-0.5585362227701691,-0.5182008200350753,0.009856134638475511
38,1,172.15956426172258,79.32756393615095,-2.9198111358909014,0.1800842744959605,0.8666350640275284,-0.03267835851437613
39,1,166.08296380976847,-53.82354544988406,4.769667304438428,0.35994834454116803,0.6790333064917674,0.05332928918661951
40,1,-297.8713025116934,131.05200143206906,40.541107070940335,0.9260068373408509,-1.333138735125436,-0.31897585898532194
